number,confidence,errors
377.0,0.9525553999396204,0.0
354.0,0.9500691719549024,0.0
295.0,0.9505286701740407,0.0
160.0,0.9504154990480205,0.0
392.0,0.9525119236990656,0.0
637.0,0.9516844185665048,0.0
505.0,0.965129425524972,0.0
263.0,0.9545174301421714,0.0
542.0,0.9559528646416935,0.0
271.0,0.9536090905055861,0.0
332.0,0.9536261277355796,0.0
252.0,0.9508554501559202,0.0
324.0,0.9514442732574604,0.0
277.0,0.9501169187884119,0.0
720.0,0.9639113237923815,1.0
388.0,0.9530628838538255,0.0
425.0,0.9516030571745113,0.0
651.0,0.973566316665853,0.0
300.0,0.951903525042421,0.0
375.0,0.9509593994505989,0.0
618.0,0.9541695724952848,0.0
406.0,0.9551842629098148,1.0
499.0,0.9609154089367555,0.0
477.0,0.9502978385227396,0.0
1128.0,0.9537236209031376,0.0
341.0,0.9538133114995391,0.0
489.0,0.9580264419537562,0.0
595.0,0.9613231779457951,0.0
470.0,0.9523216060799256,0.0
647.0,0.9543257351150933,0.0
251.0,0.9516374909311278,1.0
411.0,0.9588276437119987,0.0
638.0,0.9632331379507146,0.0
341.0,0.9511107799756352,1.0
314.0,0.9500863557907575,0.0
527.0,0.952922181386967,0.0
422.0,0.9546959427017696,0.0
500.0,0.955171575274415,0.0
357.0,0.9502831543265284,0.0
265.0,0.9557150936577837,0.0
305.0,0.9515583210867851,0.0
557.0,0.9706267074156283,0.0
419.0,0.9525767981732892,0.0
388.0,0.9501835495961591,0.0
730.0,0.9599179520511102,0.0
725.0,0.9525245410436934,0.0
589.0,0.9555681262608935,0.0
189.0,0.9503471467046183,0.0
436.0,0.9556932004011915,0.0
597.0,0.952943160708335,0.0
935.0,0.950395523855009,0.0
1226.0,0.9514504150303635,0.0
555.0,0.9504619657261005,0.0
380.0,0.953721484469007,0.0
339.0,0.9530848362195459,0.0
446.0,0.951031245759252,0.0
512.0,0.9514355507672818,0.0
281.0,0.9659893656833006,0.0
701.0,0.9620792496970743,0.0
260.0,0.9504034482946606,0.0
286.0,0.9651339966945899,0.0
505.0,0.9508259256716249,1.0
543.0,0.9511384106774232,0.0
379.0,0.9547737045497773,1.0
751.0,0.9609893349184725,0.0
553.0,0.9567503242175175,0.0
466.0,0.9514069062119548,0.0
795.0,0.9535996635373052,0.0
622.0,0.9525520675790615,0.0
329.0,0.9524127638130256,0.0
315.0,0.953536578209779,0.0
420.0,0.9525535193602852,0.0
601.0,0.9557161672428248,0.0
326.0,0.9501555558230939,0.0
181.0,0.9545963468016736,1.0
420.0,0.9628592287921564,0.0
582.0,0.9545038554328381,1.0
424.0,0.9511398996329002,0.0
514.0,0.9532605454492475,0.0
428.0,0.9507990159633222,0.0
882.0,0.9646800201795319,0.0
451.0,0.9507017774693169,0.0
361.0,0.9524166071220054,0.0
231.0,0.9510121322463432,0.0
444.0,0.9616432997716243,0.0
248.0,0.9501489380196156,0.0
363.0,0.9503735826644304,1.0
382.0,0.950271156116972,0.0
268.0,0.9522290531455866,0.0
263.0,0.9559338988123284,0.0
355.0,0.9526207692655377,1.0
287.0,0.9500146197290087,0.0
257.0,0.9519231388597464,0.0
392.0,0.9700933978288725,0.0
517.0,0.9527870374664138,0.0
514.0,0.9548394072164204,0.0
828.0,0.9589454818484575,0.0
337.0,0.9528089015170845,0.0
389.0,0.9505444826482548,0.0
469.0,0.9516479091477975,0.0
360.0,0.9574506005748673,1.0
530.0,0.9502444864619821,0.0
520.0,0.9557546127441662,1.0
230.0,0.9514521753914597,0.0
304.0,0.9526875311165655,0.0
355.0,0.9507199232966068,0.0
940.0,0.9528092950552131,0.0
768.0,0.9513594608318847,0.0
650.0,0.9594490259638688,0.0
299.0,0.9594369649173602,0.0
645.0,0.9526344958008834,0.0
297.0,0.9523612482834982,0.0
492.0,0.9502084860487476,0.0
366.0,0.9516030151896883,0.0
544.0,0.9547578528242436,0.0
702.0,0.9501664880527649,0.0
402.0,0.9537286477702694,1.0
464.0,0.9545957094112513,0.0
495.0,0.9512818217128178,0.0
330.0,0.9500909755475354,0.0
853.0,0.9509208617576466,0.0
449.0,0.9508794594621298,0.0
389.0,0.9515805708292395,0.0
465.0,0.950483504777752,0.0
561.0,0.9567275594423434,1.0
710.0,0.9552201763100552,0.0
613.0,0.9539901023354634,0.0
236.0,0.9610426779243908,0.0
268.0,0.9511297317554042,1.0
641.0,0.9500478442730875,0.0
452.0,0.9547375182586442,0.0
186.0,0.9509480780316715,0.0
399.0,0.9567951451590495,0.0
436.0,0.9531670583088023,0.0
480.0,0.9516050851031705,0.0
681.0,0.9539144618828272,0.0
509.0,0.9501789962737988,0.0
335.0,0.9502865577025689,0.0
460.0,0.9508422437385466,0.0
558.0,0.9757849892955837,0.0
392.0,0.9512378747090335,0.0
293.0,0.9549901080879679,0.0
393.0,0.9501673684508591,0.0
383.0,0.950477255783329,0.0
297.0,0.9623393676704046,0.0
313.0,0.9602926142633761,1.0
499.0,0.9683419514762196,0.0
430.0,0.9527538536102366,0.0
441.0,0.9630929198093126,0.0
448.0,0.9516428468311878,0.0
206.0,0.9510189465014516,1.0
243.0,0.9631029634561781,0.0
793.0,0.9514000803135085,0.0
618.0,0.9511429714937413,0.0
214.0,0.9544129152831174,1.0
282.0,0.9509380409161534,0.0
365.0,0.9527096500915175,0.0
491.0,0.9505681587102908,0.0
348.0,0.9528812804481115,1.0
496.0,0.964147749541379,0.0
651.0,0.9656725477054591,0.0
391.0,0.9504517025688269,0.0
387.0,0.951638928741076,0.0
676.0,0.9724459369169155,0.0
349.0,0.968950382546971,0.0
343.0,0.9524348444286682,0.0
296.0,0.9514225957620489,0.0
668.0,0.951067971471521,0.0
578.0,0.9532207749307577,0.0
641.0,0.952282023405674,0.0
278.0,0.9695968706180615,0.0
659.0,0.956475062159238,0.0
479.0,0.9511286750746472,0.0
254.0,0.9513171441357378,0.0
618.0,0.9526272742715922,0.0
298.0,0.9510506164676698,0.0
708.0,0.9504322373773137,0.0
431.0,0.9597618470653888,0.0
502.0,0.9610344574580079,0.0
195.0,0.9619599824342149,1.0
566.0,0.9548315707756084,0.0
376.0,0.9560413820963662,0.0
594.0,0.9603088177806784,0.0
333.0,0.9504795533893202,0.0
491.0,0.97112625763664,0.0
602.0,0.9527518173020912,0.0
656.0,0.9528054396200916,0.0
321.0,0.9511168213408739,0.0
436.0,0.9507357955930964,1.0
901.0,0.9506326119532991,0.0
260.0,0.956274620791738,0.0
355.0,0.9504276490987098,0.0
652.0,0.9683914125071832,0.0
467.0,0.9594807843837075,0.0
484.0,0.9537002564845958,0.0
299.0,0.9517889150958603,0.0
465.0,0.9512058571662678,0.0
734.0,0.95161201341624,0.0
537.0,0.9581607302201521,0.0
495.0,0.952309216064255,0.0
489.0,0.955662169651722,0.0
423.0,0.9630207463217777,1.0
883.0,0.9517887711652996,0.0
602.0,0.9535755025136838,0.0
387.0,0.9502567907243111,0.0
523.0,0.9512477048781233,0.0
438.0,0.956785893387387,0.0
647.0,0.9560427019844443,0.0
278.0,0.9511782261124505,0.0
426.0,0.9506959406443498,0.0
422.0,0.9502504189831812,0.0
370.0,0.9529778119176673,0.0
527.0,0.9672851041198761,0.0
536.0,0.9507512277020373,0.0
419.0,0.9544246427140182,0.0
383.0,0.950349580856232,0.0
444.0,0.954659288535872,0.0
876.0,0.9530324983473979,0.0
722.0,0.9547682488016376,0.0
433.0,0.9522422785865499,0.0
363.0,0.9511300436749683,0.0
348.0,0.9537522701315626,0.0
269.0,0.9504741030569852,1.0
319.0,0.9533272251490927,0.0
595.0,0.952992193280148,0.0
1121.0,0.9509604617030821,0.0
796.0,0.956442333345368,0.0
277.0,0.9619402943897213,0.0
455.0,0.9512309806961843,0.0
414.0,0.9567530224564594,0.0
1045.0,0.9557117731105961,0.0
305.0,0.9500887459313891,0.0
435.0,0.950105816696434,0.0
423.0,0.9503487116025533,1.0
295.0,0.9598236136766717,0.0
585.0,0.9511277842459238,1.0
383.0,0.9520857624105009,0.0
781.0,0.962743009366344,0.0
441.0,0.9527439613715121,0.0
308.0,0.9511996763752057,0.0
320.0,0.9568592300364112,0.0
271.0,0.9566796861420492,0.0
683.0,0.9551680319411249,1.0
220.0,0.9551569830486,1.0
466.0,0.9512816040140686,0.0
804.0,0.9501046962434886,0.0
476.0,0.9521049158468569,0.0
294.0,0.9520452017811821,0.0
467.0,0.953207249139242,0.0
394.0,0.9524937008271301,0.0
366.0,0.9552119063720002,0.0
487.0,0.952186027713831,0.0
540.0,0.9503125696198813,0.0
391.0,0.9501155418657647,0.0
454.0,0.9507591224272931,1.0
291.0,0.9575014648211,0.0
232.0,0.9507437145488052,0.0
399.0,0.965131689314026,0.0
727.0,0.9671435337796798,0.0
597.0,0.9767919181503918,0.0
767.0,0.9548548759684856,0.0
360.0,0.9552804725226445,0.0
399.0,0.9512576246619784,1.0
284.0,0.9550575269475501,0.0
385.0,0.9504899702875749,0.0
395.0,0.9548028149076666,0.0
331.0,0.9578902359363228,0.0
645.0,0.9563409227450552,0.0
502.0,0.9502366628989343,0.0
366.0,0.9533330830280747,0.0
585.0,0.9531928431511694,1.0
348.0,0.9538699939306277,0.0
203.0,0.9541110252576988,0.0
336.0,0.9558593459220801,0.0
502.0,0.9514133579972862,0.0
611.0,0.9513426844630877,0.0
488.0,0.9537369358113275,0.0
303.0,0.95582886378033,0.0
614.0,0.9517466967541947,0.0
299.0,0.9528817634498129,0.0
372.0,0.9505575579632172,0.0
527.0,0.9521337589016388,0.0
385.0,0.9633868640319277,0.0
496.0,0.9611286302547261,0.0
452.0,0.9538314950383403,0.0
595.0,0.9540490657198022,0.0
523.0,0.9626542307731064,0.0
193.0,0.9520472067762269,0.0
365.0,0.9576953506140005,0.0
483.0,0.9520066252019334,1.0
187.0,0.9527485898299464,0.0
373.0,0.953761218371632,0.0
434.0,0.9558350933599771,0.0
423.0,0.9510615787178233,0.0
463.0,0.9575000844748891,0.0
527.0,0.9512015412982155,0.0
714.0,0.955599171746606,1.0
1095.0,0.9532912866217131,0.0
588.0,0.9546634732331274,0.0
554.0,0.9509895973429945,0.0
322.0,0.9530273310974595,0.0
259.0,0.9542759547998938,0.0
534.0,0.9508002102868209,0.0
291.0,0.9528971731949816,0.0
603.0,0.9556808778379033,0.0
353.0,0.9542713153969193,0.0
279.0,0.9532785992443484,0.0
441.0,0.9503440000692651,0.0
279.0,0.9521628539466718,0.0
349.0,0.9508440722916383,0.0
415.0,0.9545063883503095,0.0
157.0,0.9577413216996761,0.0
533.0,0.9506492881635858,0.0
317.0,0.9581039399612623,0.0
277.0,0.9531016072637978,0.0
508.0,0.9526382087907987,0.0
230.0,0.9535984042728997,0.0
469.0,0.9581522701044278,0.0
451.0,0.9510825066320485,0.0
320.0,0.9656344635887066,0.0
298.0,0.9545563046688463,0.0
390.0,0.9632825403846756,0.0
584.0,0.954432118861741,0.0
202.0,0.9504852253554488,0.0
573.0,0.950510153586713,0.0
355.0,0.9506638002646666,0.0
191.0,0.956902561297666,1.0
402.0,0.9503617233709357,0.0
607.0,0.9584060600148524,1.0
322.0,0.9630463996899068,0.0
327.0,0.950832451105641,0.0
531.0,0.9500235706380542,0.0
842.0,0.9515003825264623,0.0
262.0,0.9507175962941562,0.0
397.0,0.9555383267530293,0.0
445.0,0.9621804228166017,0.0
336.0,0.9513990589399728,0.0
267.0,0.950660711726208,0.0
223.0,0.9555654477023097,0.0
688.0,0.9508144956179552,0.0
592.0,0.9541363506849218,0.0
383.0,0.9510040950132042,0.0
319.0,0.9506049630898166,0.0
425.0,0.9505783838772074,0.0
449.0,0.9510247831489436,0.0
225.0,0.9583822340340041,0.0
374.0,0.9528509642036951,0.0
384.0,0.9500458207239884,0.0
670.0,0.9509256051554174,0.0
671.0,0.9572348114810174,0.0
327.0,0.9500981587786341,0.0
222.0,0.9506969499993969,0.0
294.0,0.9624162353088929,1.0
305.0,0.9570136502950656,0.0
316.0,0.9503509034175712,1.0
416.0,0.9527610809016877,0.0
706.0,0.957043106099455,0.0
710.0,0.9623764842190002,0.0
327.0,0.9515627875306387,0.0
278.0,0.9657471931376624,0.0
373.0,0.9503342343712731,1.0
1117.0,0.9506114417648047,0.0
845.0,0.9563736265477036,0.0
342.0,0.9507796252868059,0.0
509.0,0.9507547421989531,1.0
389.0,0.9629887144656161,0.0
316.0,0.9516813946352957,0.0
693.0,0.9569536855587351,0.0
519.0,0.9538002244181208,0.0
1046.0,0.9566518482349259,0.0
584.0,0.9518365974300023,0.0
400.0,0.9526873272981491,1.0
622.0,0.958522490739396,1.0
533.0,0.9557083190837115,0.0
412.0,0.9504340951671559,0.0
408.0,0.9552617721113293,0.0
364.0,0.9532990847768772,0.0
516.0,0.9513321637341194,0.0
342.0,0.9505055650347249,0.0
597.0,0.9532004815432451,1.0
526.0,0.9526072617000338,0.0
533.0,0.9503872698406066,0.0
381.0,0.9633005894997757,0.0
906.0,0.9524820660764475,0.0
362.0,0.9504137817539524,0.0
455.0,0.9595829047987202,0.0
455.0,0.9558668138723901,0.0
282.0,0.9534742632609038,0.0
226.0,0.9522354822219548,1.0
343.0,0.9505651881196374,0.0
329.0,0.9501909188430997,0.0
350.0,0.9510554610589446,0.0
510.0,0.9554678397858973,0.0
282.0,0.9524301232548318,0.0
513.0,0.9524232689153841,0.0
472.0,0.9538724895855342,0.0
946.0,0.9500491446382444,0.0
724.0,0.9564961899764078,0.0
529.0,0.9551694929475332,0.0
583.0,0.9549183514204806,1.0
421.0,0.9500923212058308,0.0
273.0,0.9506059815955227,0.0
516.0,0.950865592679597,0.0
273.0,0.9545789293879509,0.0
471.0,0.9500407159717212,0.0
280.0,0.9575901010580141,0.0
530.0,0.954525877234098,0.0
239.0,0.95255971802175,0.0
326.0,0.9535438002681087,0.0
1007.0,0.9500177030560724,0.0
363.0,0.9525940023014843,1.0
431.0,0.951797036234528,0.0
336.0,0.9572681780721084,0.0
600.0,0.9503999515286548,0.0
273.0,0.9557603601469045,0.0
956.0,0.9530976253048953,0.0
391.0,0.9521456335356593,0.0
712.0,0.9542138085371246,0.0
134.0,0.9504239010707716,0.0
413.0,0.9585697333697031,1.0
242.0,0.9515919468509302,0.0
198.0,0.9566087175339075,0.0
366.0,0.9502905091321365,0.0
329.0,0.9711858762220122,0.0
313.0,0.9508978880004975,0.0
238.0,0.9511282753352946,0.0
349.0,0.9502481679250284,0.0
449.0,0.9523589810934919,0.0
402.0,0.952759210854722,0.0
344.0,0.9510523627764979,0.0
356.0,0.9529399575992799,0.0
428.0,0.9618786295705962,0.0
625.0,0.9546250722120943,0.0
361.0,0.9552270983502809,0.0
597.0,0.9505894223326212,0.0
391.0,0.9503665580108205,0.0
944.0,0.9541280535039887,0.0
783.0,0.9536581101247354,0.0
408.0,0.9566740151421749,0.0
475.0,0.9520685009934173,0.0
284.0,0.9633441304539521,0.0
600.0,0.9720991912321716,0.0
208.0,0.9507658369675231,0.0
747.0,0.9545793227278474,0.0
395.0,0.9512360423976874,0.0
229.0,0.9636866392230903,0.0
388.0,0.950107621941632,0.0
581.0,0.9542809212216663,0.0
573.0,0.9526343559650172,0.0
341.0,0.9636745568852015,0.0
260.0,0.9500541740988111,0.0
611.0,0.955940807503677,0.0
489.0,0.9516963787960637,0.0
364.0,0.9639176917033816,0.0
146.0,0.9529631601693558,0.0
715.0,0.952911311707366,0.0
451.0,0.9503425283035855,0.0
592.0,0.970878944279705,0.0
486.0,0.9563231530793743,1.0
394.0,0.9531792176888993,0.0
646.0,0.9502648296982187,0.0
434.0,0.9501639010821689,0.0
390.0,0.9506262001304234,0.0
205.0,0.9508939207909306,0.0
438.0,0.9517522741931819,0.0
662.0,0.9660244823300541,0.0
374.0,0.9507280056173273,0.0
846.0,0.9514713520804915,0.0
196.0,0.9508367130883881,0.0
584.0,0.9510070340250523,0.0
431.0,0.9516950104396891,0.0
127.0,0.9577107349120688,0.0
725.0,0.9525478334667357,0.0
468.0,0.9538595991148257,0.0
392.0,0.9534198173404437,0.0
208.0,0.9506912606260874,0.0
343.0,0.9523555246209843,0.0
363.0,0.9591552814828189,0.0
589.0,0.9500278629994745,0.0
467.0,0.9544864649484568,0.0
487.0,0.9545043307572507,0.0
580.0,0.9519141769084416,0.0
250.0,0.9520512897387082,0.0
162.0,0.9506227908852385,0.0
179.0,0.9548758806857578,0.0
431.0,0.952231151544436,0.0
434.0,0.9519715105279518,1.0
579.0,0.9695392282812126,0.0
228.0,0.9545451701071863,0.0
551.0,0.9580674829624238,0.0
458.0,0.9508479097405649,0.0
382.0,0.950332869780476,0.0
284.0,0.9507957875115702,0.0
368.0,0.9668845889383401,0.0
722.0,0.9519339195991837,0.0
411.0,0.9523363605198318,0.0
689.0,0.9532919055915932,0.0
354.0,0.9514585271678555,0.0
655.0,0.9525463423640351,0.0
553.0,0.9505894427160777,0.0
275.0,0.9503992419256332,0.0
302.0,0.9577937611416765,1.0
264.0,0.970657270477978,0.0
583.0,0.9507117483832462,0.0
353.0,0.9518538976650996,0.0
377.0,0.9507442602333176,0.0
193.0,0.9508161904847076,1.0
371.0,0.9510490642521863,0.0
650.0,0.9712294408419182,0.0
319.0,0.9539979021450182,0.0
326.0,0.9513552629016158,0.0
497.0,0.9534346269473778,0.0
553.0,0.9556666577680515,0.0
428.0,0.9504086563569544,0.0
251.0,0.9502795406047333,1.0
385.0,0.9524934046379356,0.0
370.0,0.9510131793545549,0.0
330.0,0.9555394831908692,0.0
548.0,0.9535149712116104,0.0
285.0,0.9595141380145489,0.0
525.0,0.9524358523098831,0.0
368.0,0.9502443941168921,0.0
603.0,0.950981753875952,0.0
385.0,0.9506063640021849,0.0
323.0,0.951627434881392,0.0
621.0,0.9515433092609465,0.0
538.0,0.9505688287567147,0.0
447.0,0.9672700270143553,0.0
426.0,0.9546791626765745,0.0
597.0,0.9502714630714926,0.0
365.0,0.9611944947602282,0.0
331.0,0.9569212665217236,0.0
364.0,0.952293900283979,0.0
341.0,0.9516663997275311,0.0
360.0,0.9555332831924506,0.0
308.0,0.9544894412481238,0.0
260.0,0.9506694353098585,0.0
176.0,0.9514681104530557,0.0
359.0,0.9511762185056325,0.0
376.0,0.9532273823709227,0.0
608.0,0.9507859794556406,0.0
585.0,0.9502806460223406,0.0
422.0,0.9511637011529885,0.0
255.0,0.9501239710609084,0.0
388.0,0.9577453513104749,0.0
635.0,0.9500176319957561,0.0
440.0,0.9552635515585267,0.0
613.0,0.9511792131898238,0.0
532.0,0.9503796465473389,0.0
244.0,0.9552075232336792,0.0
610.0,0.9549785739198776,0.0
798.0,0.954437181507116,0.0
461.0,0.9537335262207789,0.0
541.0,0.956276334343239,0.0
613.0,0.9627915070425218,0.0
392.0,0.9511223114293065,0.0
496.0,0.9501966011810321,0.0
238.0,0.9529073146536438,1.0
516.0,0.950315851684213,0.0
386.0,0.9581501835043174,0.0
480.0,0.953037182083224,1.0
540.0,0.9535714201621073,0.0
556.0,0.9545544707608337,0.0
392.0,0.9566862985422685,0.0
394.0,0.9517450705715929,0.0
398.0,0.9507592162283378,0.0
282.0,0.9503406438412159,0.0
539.0,0.9587977212018797,0.0
557.0,0.9525147946449749,0.0
596.0,0.962009188777536,0.0
665.0,0.9627719972397435,0.0
373.0,0.9622868879123354,0.0
840.0,0.9554847588100588,0.0
510.0,0.954734007239068,0.0
254.0,0.9566806173246909,1.0
316.0,0.9529228822208826,0.0
428.0,0.950288120788064,0.0
209.0,0.9563239258368377,0.0
395.0,0.9636625348863895,0.0
239.0,0.952723936323292,1.0
566.0,0.9555179706967226,0.0
215.0,0.9553795066244481,1.0
687.0,0.954410181734552,0.0
348.0,0.9540580754697385,0.0
401.0,0.9564420213193622,0.0
471.0,0.9543455480423095,0.0
313.0,0.963901897071261,0.0
312.0,0.9521475667448701,0.0
453.0,0.9539378983202697,0.0
487.0,0.9505278104057171,0.0
753.0,0.9533130350548957,0.0
458.0,0.9617529892725404,0.0
376.0,0.9503551339555918,0.0
871.0,0.9528852415707643,0.0
378.0,0.9545526873430469,0.0
340.0,0.9514344084536308,0.0
560.0,0.9609931081214922,0.0
536.0,0.9714482247820764,0.0
300.0,0.9521712604228556,0.0
665.0,0.9643158260292836,1.0
205.0,0.9522589071616159,1.0
290.0,0.9511219531958635,0.0
435.0,0.9543378057955425,0.0
231.0,0.9550797803090255,0.0
686.0,0.9507366506284352,0.0
475.0,0.9529722410646391,0.0
196.0,0.9511044777014026,0.0
337.0,0.9534956552751135,0.0
271.0,0.9500231600273586,0.0
388.0,0.9524170122708862,1.0
676.0,0.9547603196653306,0.0
718.0,0.9508560353914152,0.0
217.0,0.9504889260710044,0.0
318.0,0.9554954079487166,1.0
793.0,0.9752523658952951,0.0
226.0,0.9508314335028878,0.0
397.0,0.9504223535721751,1.0
693.0,0.953018755427161,0.0
300.0,0.9533056086788284,0.0
436.0,0.9580524490699693,0.0
522.0,0.9744704221214487,0.0
371.0,0.9505715476032188,0.0
568.0,0.9537446623686897,0.0
435.0,0.9508713395928362,0.0
344.0,0.9547643552934968,0.0
598.0,0.9551000496624338,0.0
277.0,0.9518063384971369,0.0
161.0,0.9528413920607465,0.0
454.0,0.9555505029681359,0.0
737.0,0.9521629738920419,0.0
741.0,0.9504575968721705,0.0
360.0,0.959277062147744,0.0
259.0,0.9508553500679748,0.0
520.0,0.952487267278453,0.0
435.0,0.9504382443618756,0.0
474.0,0.9502249108058146,0.0
482.0,0.9542742953662218,0.0
399.0,0.9503442225040358,0.0
241.0,0.9509844994564145,0.0
398.0,0.9515271657788835,0.0
270.0,0.9500040702154214,0.0
425.0,0.9643609893074717,0.0
617.0,0.9533999890567713,0.0
470.0,0.954901315310329,0.0
359.0,0.9557731992179043,0.0
367.0,0.9501577508216477,0.0
248.0,0.9535946584320665,0.0
589.0,0.9542295744343141,0.0
436.0,0.9536670124366994,0.0
605.0,0.9551030513211843,0.0
313.0,0.950043312925353,0.0
632.0,0.9630135173122023,0.0
422.0,0.9505676996136418,0.0
784.0,0.9604150600437552,0.0
774.0,0.9536541156023379,0.0
411.0,0.9515351727388242,0.0
718.0,0.9506784731715513,0.0
532.0,0.9567670403547096,0.0
497.0,0.9527294586447819,0.0
340.0,0.9500884037217564,0.0
653.0,0.9541869585707907,0.0
285.0,0.9536573531989394,0.0
595.0,0.9522876528790052,0.0
404.0,0.9524809164419616,0.0
265.0,0.9690656157185714,0.0
586.0,0.9553395642186925,0.0
437.0,0.95077857682497,0.0
387.0,0.9507919159807581,0.0
421.0,0.9644177612482484,0.0
670.0,0.9503323361829612,0.0
134.0,0.9507286073258676,0.0
1022.0,0.9556037271362767,0.0
320.0,0.9564807454303065,0.0
321.0,0.9550444282567891,0.0
568.0,0.9514223602290817,0.0
521.0,0.9526853112348241,0.0
283.0,0.9521676592151934,0.0
341.0,0.9572828763840179,0.0
332.0,0.9648899616065718,0.0
243.0,0.952889748377556,0.0
470.0,0.9506372429783124,0.0
479.0,0.952313190961014,0.0
337.0,0.9515837256294797,0.0
361.0,0.9509081655477967,0.0
303.0,0.9627785543538121,1.0
417.0,0.9516444464366486,0.0
404.0,0.9517477537959498,0.0
600.0,0.9553166906727317,0.0
281.0,0.9505813551886094,0.0
325.0,0.9513987697685699,1.0
783.0,0.9560386884364862,0.0
430.0,0.9505604609843323,1.0
252.0,0.9500686886247299,0.0
531.0,0.9564880202433472,0.0
318.0,0.9513665017405075,0.0
882.0,0.9521608223039683,0.0
511.0,0.9521114477463732,0.0
1034.0,0.9535561979733542,0.0
448.0,0.9543021565599804,0.0
393.0,0.9529147883878314,0.0
244.0,0.9620627832417488,0.0
471.0,0.9519693971460336,0.0
677.0,0.9574094367916554,0.0
573.0,0.9503788339544483,0.0
327.0,0.9500538125339966,0.0
392.0,0.9517260268604374,0.0
368.0,0.950333027805525,0.0
295.0,0.9529313841268456,0.0
322.0,0.9729993236194856,0.0
410.0,0.9540368608017731,0.0
749.0,0.9599163046123553,0.0
430.0,0.9565299887587231,0.0
463.0,0.951138534761336,0.0
356.0,0.9518432556248795,0.0
367.0,0.9523203342627843,0.0
541.0,0.962611879146378,0.0
896.0,0.952324787404235,0.0
579.0,0.9500404853825117,0.0
450.0,0.9518929699133224,0.0
377.0,0.9505600220978605,0.0
664.0,0.9618600756639564,0.0
293.0,0.9551737681973218,0.0
632.0,0.9505666407372887,0.0
680.0,0.9527691083161202,1.0
284.0,0.9504993557038877,0.0
267.0,0.9617900717512801,0.0
310.0,0.9504975131229279,0.0
564.0,0.9502957455867367,0.0
345.0,0.9634351342841984,0.0
192.0,0.9541108375578059,1.0
534.0,0.9505200912060265,0.0
284.0,0.9646113719831975,0.0
685.0,0.9506492621987781,0.0
375.0,0.9548530182232746,0.0
476.0,0.9501657861988956,0.0
470.0,0.9572446360706763,0.0
326.0,0.9547332584630299,0.0
245.0,0.9507975769888017,0.0
93.0,0.9585038447575631,0.0
389.0,0.951832697094828,0.0
738.0,0.9591493988276372,0.0
461.0,0.957037978687494,0.0
608.0,0.9519606690152304,0.0
375.0,0.9521998263453619,1.0
555.0,0.9504634665837208,0.0
279.0,0.9515934800317949,0.0
291.0,0.9506238281740662,0.0
391.0,0.9541445793995686,0.0
560.0,0.9578170872272521,0.0
226.0,0.9510280409074168,0.0
234.0,0.9504902405390239,0.0
339.0,0.960523388727466,0.0
465.0,0.9545290749526063,0.0
690.0,0.9512499458554198,0.0
397.0,0.9522228022408693,0.0
322.0,0.9540845861084688,0.0
462.0,0.9510489955861618,1.0
651.0,0.953300872672561,0.0
417.0,0.9518370490278454,0.0
499.0,0.9610496213072762,0.0
683.0,0.9507636841120564,0.0
374.0,0.9556207348717678,0.0
1110.0,0.9659274744848013,0.0
667.0,0.9557269167587161,0.0
526.0,0.9525065040018581,0.0
394.0,0.9532404711540758,0.0
452.0,0.9539333058935435,0.0
454.0,0.9524360442645108,0.0
824.0,0.9585813726025267,0.0
579.0,0.955265113107393,0.0
852.0,0.9551362421861275,0.0
446.0,0.9599608334307069,0.0
456.0,0.95030554643505,1.0
374.0,0.9520541076716049,0.0
260.0,0.950102851742513,0.0
424.0,0.9546383813604548,0.0
390.0,0.9503206134666348,0.0
245.0,0.9513723625979256,0.0
651.0,0.9572354547197981,0.0
421.0,0.9517516387887768,0.0
442.0,0.9519945273385152,0.0
544.0,0.9530655928918031,0.0
